topic,question,option1,option2,option3,option4,answer
Syllogism,Some birds are not sparrows. All sparrows are birds. Therefore, some birds are not sparrows.,True,False,Not necessarily,All of the above,1
Syllogism,All cats are animals. Some animals are not cats. Therefore, some animals are not cats.,True,False,Not necessarily,All of the above,2
Syllogism,All flowers are plants. Some plants are not flowers. Therefore, some plants are not flowers.,True,False,Not necessarily,All of the above,2
Syllogism,Some vehicles are trucks. All trucks are vehicles. Therefore, some vehicles are trucks.,True,False,Not necessarily,All of the above,1
Syllogism,All humans are mammals. Some mammals are not humans. Therefore, some mammals are not humans.,True,False,Not necessarily,All of the above,2
Syllogism,No reptiles are birds. All birds can fly. Therefore, no reptiles can fly.,True,False,Not necessarily,All of the above,2
Syllogism,Some fruits are bananas. All bananas are fruits. Therefore, some fruits are bananas.,True,False,Not necessarily,All of the above,1
Syllogism,All squares are rectangles. Some rectangles are not squares. Therefore, some squares are not rectangles.,True,False,Not necessarily,All of the above,2
Syllogism,All mammals are animals. Some animals are not mammals. Therefore, some animals are not mammals.,True,False,Not necessarily,All of the above,2
Syllogism,Some pets are cats. All cats are animals. Therefore, some pets are animals.,True,False,Not necessarily,All of the above,1
Syllogism,All cars are vehicles. Some vehicles are not cars. Therefore, some vehicles are not cars.,True,False,Not necessarily,All of the above,2
Syllogism,All birds can fly. Some flying creatures are not birds. Therefore, some flying creatures are not birds.,True,False,Not necessarily,All of the above,2
Syllogism,Some mammals are not dogs. All dogs are animals. Therefore, some mammals are animals.,True,False,Not necessarily,All of the above,1
Syllogism,All trees are plants. Some plants are not trees. Therefore, some plants are not trees.,True,False,Not necessarily,All of the above,2
Syllogism,Some students are scholars. All scholars are intelligent. Therefore, some students are intelligent.,True,False,Not necessarily,All of the above,1
Syllogism,All cars are fast. Some fast things are not cars. Therefore, some fast things are not cars.,True,False,Not necessarily,All of the above,2
Syllogism,No mammals lay eggs. All birds lay eggs. Therefore, no birds are mammals.,True,False,Not necessarily,All of the above,1
Syllogism,Some animals are not pets. All pets are animals. Therefore, some animals are not pets.,True,False,Not necessarily,All of the above,1
Data Sufficiency,What is the primary purpose of data sufficiency questions?,To test mathematical skills,To assess decision-making ability,To evaluate data analysis skills,To measure coding proficiency,3
Data Sufficiency,In data sufficiency questions, how many statements are typically given?,1,2,3,4,2
Data Sufficiency,Which of these is NOT a possible answer choice in data sufficiency?,Statement 1 alone is sufficient,Statement 2 alone is sufficient,Both statements together are insufficient,Either statement is sufficient,3
Data Sufficiency,What does it mean if both statements together are still insufficient?,The question cannot be answered,Another statement is needed,The data is contradictory,All options are correct,1
Data Sufficiency,Which mathematical concept is most frequently tested in data sufficiency?,Algebra,Geometry,Calculus,Statistics,1
Data Sufficiency,If Statement 1 solves the problem but Statement 2 doesn't, what is the correct answer?,Statement 1 alone is sufficient,Statement 2 alone is sufficient,Both statements are needed,Neither statement is sufficient,1
Data Sufficiency,What should you avoid doing in data sufficiency questions?,Solving the problem completely,Analyzing each statement separately,Considering both statements together,Assuming information not given,1
Data Sufficiency,Which section of competitive exams commonly includes data sufficiency?,Quantitative Aptitude,Verbal Ability,Logical Reasoning,Data Interpretation,3
Data Sufficiency,What is the first step in solving data sufficiency problems?,Read the question carefully,Solve using Statement 1,Solve using Statement 2,Combine both statements,1
Data Sufficiency,If the statements give contradictory information, what is the answer?,Statement 1 is sufficient,Statement 2 is sufficient,Both are insufficient,Either is sufficient,3
Data Sufficiency,Which type of data is most commonly used in sufficiency questions?,Numerical,Categorical,Textual,Graphical,1
Data Sufficiency,What does it mean if either statement alone is sufficient?,The answer is D,The answer is C,The answer is B,The answer is A,1
Data Sufficiency,In banking exams, how many options do data sufficiency questions typically have?,3,4,5,6,2
Data Sufficiency,Which of these is NOT a common data sufficiency question format?,Value comparison,Relationship determination,Equation solving,Programming concepts,4
Data Sufficiency,If a question requires numerical value and Statement 1 gives ratio, what's needed?,Exact numbers,Additional ratio,Percentage,Any of these,1
Data Sufficiency,What is a common mistake in data sufficiency?,Assuming data not given,Using both statements when unnecessary,Ignoring obvious solutions,All of the above,4
Data Sufficiency,Which logical concept is crucial for data sufficiency?,Conditional reasoning,Deductive reasoning,Inductive reasoning,Abductive reasoning,2
Data Sufficiency,How much time should be spent per data sufficiency question?,30 seconds,1 minute,2 minutes,5 minutes,2
Data Sufficiency,What makes data sufficiency different from regular math problems?,Focus on solution process,Need for exact answer,Use of complex formulas,Requirement of pen and paper,1
Data Sufficiency,Which section does data sufficiency NOT appear in?,GMAT,GRE,CAT,SAT,4
Data Sufficiency,If a question asks "what is X?" and statements give X+Y and X-Y, which is sufficient?,Either statement alone,Both statements together,Only Statement 1,Only Statement 2,2
Data Sufficiency,What is the key skill tested in data sufficiency?,Speed,Accuracy,Analysis,All of the above,4
Data Sufficiency,How many variables can a typical data sufficiency question have?,1,2,3,Any number,4
Data Sufficiency,What does "sufficient" mean in this context?,Complete answer,Partial answer,Approximate answer,Theoretical answer,1
Data Sufficiency,Which topic is least likely in data sufficiency?,Number properties,Algebraic equations,Trigonometry,Data interpretation,3
Data Sufficiency,What is the best strategy for data sufficiency?,Solve completely,Estimate quickly,Analyze sufficiency,Guess intelligently,3
Data Sufficiency,If a question asks about probability and statements give different cases?,Check consistency,Combine probabilities,Choose higher probability,Calculate separately,1
Data Sufficiency,How are statement-based questions different from direct questions?,More time-consuming,Test different skills,Require memorization,Need calculator,2
Data Sufficiency,What percentage of logical reasoning section typically contains data sufficiency?,10%,25%,50%,75%,2
Data Sufficiency,Which is more important in data sufficiency?,Mathematical ability,Logical reasoning,Data interpretation,All equally important,4
Data Sufficiency,What is the primary goal of data sufficiency questions?,To determine if the data provided is enough to answer the question,To test mathematical skills,To assess reading comprehension,To evaluate logical reasoning skills,1
Data Sufficiency,In data sufficiency questions, what is the typical format of the answer choices?,A, B, C, D, E,1
Data Sufficiency,What does it indicate if both statements are sufficient?,The question can be answered with either statement alone,The question cannot be answered,Both statements provide the same information,Only one statement is needed,1
Data Sufficiency,Which of the following is a common strategy for data sufficiency?,Eliminate answer choices,Use a calculator,Write down all calculations,Skip difficult questions,1
Data Sufficiency,If Statement 1 provides a range and Statement 2 provides a specific value, what is the answer?,Statement 1 is sufficient,Statement 2 is sufficient,Both statements are needed,Neither statement is sufficient,2
Data Sufficiency,What is the importance of understanding the question stem?,It helps identify what is being asked,It provides context for the statements,It determines the difficulty level,It is not important,1
Data Sufficiency,In data sufficiency, what does "insufficient" mean?,The data does not provide a complete answer,The data is irrelevant,The data is contradictory,The data is incomplete,1
Data Sufficiency,What is a common type of question in data sufficiency?,Finding the value of a variable,Determining a relationship,Calculating an average,All of the above,4
Data Sufficiency,If a question asks for a specific value and Statement 1 gives a range, what should you do?,Use Statement 1,Use Statement 2,Combine both statements,Check if Statement 2 provides a specific value,4
Data Sufficiency,What is the best way to approach data sufficiency questions?,Read the question and statements carefully,Jump to conclusions,Use a calculator,Skip to the next question,1
Data Sufficiency,In data sufficiency, what does it mean if both statements are contradictory?,The question cannot be answered,One statement is sufficient,Both statements are insufficient,The answer is indeterminate,3
Data Sufficiency,What is the significance of the answer choices in data sufficiency?,They guide the analysis of the statements,They provide hints for solving,They are irrelevant,They are always the same,1
Data Sufficiency,If Statement 1 gives a percentage and Statement 2 gives a total, what is the best approach?,Use both statements together,Use Statement 1 alone,Use Statement 2 alone,Check for consistency,1
Data Sufficiency,What is the role of assumptions in data sufficiency questions?,They are not allowed,They help clarify the question,They are necessary for solving,They complicate the problem,1
Data Sufficiency,How can you quickly assess the sufficiency of a statement?,Look for key terms,Calculate values,Read the question stem,All of the above,1
Data Sufficiency,What is the typical time limit for data sufficiency questions in exams?,1 minute,2 minutes,3 minutes,5 minutes,2
Data Sufficiency,What is the first thing to do when faced with a data sufficiency question?,Read the statements,Analyze the question stem,Identify the variables,Eliminate answer choices,2
Data Sufficiency,If a question involves ratios, what should you look for in the statements?,Exact values,Proportions,Comparative values,All of the above,4
Data Sufficiency,What is a common pitfall in data sufficiency?,Overthinking the problem,Underestimating the statements,Ignoring the question stem,All of the above,4
Data Sufficiency,What is the significance of the term "sufficient" in data sufficiency questions?,It means the data can answer the question completely,It means the data is partially helpful,It means the data is irrelevant,It means the data is contradictory,1
Data Sufficiency,How should you treat variables in data sufficiency questions?,Assume they can take any value,Assume they are fixed,Ignore them,Always assign them a value,1
Data Sufficiency,What is the best way to practice data sufficiency questions?,Use practice tests,Read theory books,Watch videos,Discuss with peers,1
Data Sufficiency,If a question asks for a minimum value and Statement 1 gives a maximum, what should you conclude?,Statement 1 is sufficient,Statement 2 is sufficient,Both statements are needed,Neither statement is sufficient,4
Data Sufficiency,What is the importance of logical reasoning in data sufficiency?,It helps in analyzing statements,It is not important,It complicates the problem,It is only useful for verbal questions,1
Data Sufficiency,What is a common format for data sufficiency questions?,"Is X greater than Y?", "What is the value of X?", "How many?", "All of the above",4
Data Sufficiency,If a question involves percentages, what should you check in the statements?,If they provide absolute values,If they provide ratios,If they provide comparisons,All of the above,1
Data Sufficiency,What is the significance of the term "both statements together"?,It means to analyze both statements at once,It means to disregard one statement,It means to focus on one statement,It is not significant,1
Data Sufficiency,What is the best approach if you find a statement confusing?,Skip it,Analyze it carefully,Guess the answer,Ask someone for help,2
Data Sufficiency,If a question asks for a total and Statement 1 gives a part, what should you do?,Use Statement 1,Use Statement 2,Combine both statements,Check for additional information,3
Data Sufficiency,What is the role of practice in mastering data sufficiency?,It helps build familiarity with question types,It is not important,It complicates understanding,It is only useful for verbal questions,1
Data Sufficiency,What is the best way to eliminate answer choices in data sufficiency?,Analyze each statement separately,Use a calculator,Guess intelligently,Skip to the next question,1
Data Sufficiency,If a question asks for a specific outcome and Statement 1 gives a general condition, what should you conclude?,Statement 1 is sufficient,Statement 2 is sufficient,Both statements are needed,Neither statement is sufficient,4
Data Sufficiency,What is the significance of the term "either statement alone"?,It means both statements can be used separately,It means one statement is sufficient,It means both statements are needed,It is not significant,2
Data Sufficiency,What is the best strategy for time management in data sufficiency?,Spend equal time on each question,Focus on easier questions first,Skip difficult questions,All of the above,2
Data Sufficiency,If a question involves averages, what should you look for in the statements?,Exact numbers,Additional averages,Comparative values,All of the above,1
Data Sufficiency,What is the importance of understanding the question context?,It helps in analyzing the statements,It is not important,It complicates the problem,It is only useful for verbal questions,1
Data Sufficiency,What is the best way to approach a question with multiple variables?,Analyze each variable separately,Combine variables,Ignore variables,Assume fixed values,1
Data Sufficiency,If a question asks for a range and Statement 1 gives a specific value, what should you do?,Use Statement 1,Use Statement 2,Combine both statements,Check for consistency,1
Data Sufficiency,What is the key difference between data sufficiency and problem solving questions?,Focus on whether information is sufficient vs finding solutions,Problem solving is harder,Data sufficiency requires more calculations,No significant difference,1
Data Sufficiency,If a question asks "Is x > 5?" and Statement 1 says "x > 3", what should you do?,Check Statement 2,Mark Statement 1 as sufficient,Mark Statement 1 as insufficient,Combine with Statement 2,3
Data Sufficiency,What does it mean when neither statement alone is sufficient but together they are?,Answer is C,Question cannot be answered,Data is contradictory,One statement must be wrong,1
Data Sufficiency,When evaluating statements, what should you assume about numbers?,They are real numbers unless stated otherwise,They are always integers,They are always positive,They are always whole numbers,1
Data Sufficiency,If a question involves geometry, what should you do with diagrams?,Assume they are drawn to scale,Assume they are not to scale,Ignore them,Only use them if specified,2
Data Sufficiency,What is the most efficient way to handle yes/no questions?,Determine if answer is definitively yes or no,Always answer maybe,Look for counterexamples,Both 1 and 3,4
Data Sufficiency,If Statement 1 gives x=5 and Statement 2 gives x=7, what does this indicate?,Data is contradictory,Both statements are sufficient,Question cannot be answered,One statement must be wrong,1
Data Sufficiency,What should you do if a statement contains the word "some"?,Consider it may not represent all cases,Assume it means "all",Ignore it,Consider it absolute,1
Data Sufficiency,How should you approach questions about inequalities?,Test boundary cases,Assume equality,Ignore constraints,Only use positive numbers,1
Data Sufficiency,What is the best strategy for value questions?,Look for exact numerical value,Accept ranges,Estimate,All of the above,1
Data Sufficiency,If a question involves averages, what key information is needed?,Sum and number of terms,Individual terms,Both,Neither,1
Data Sufficiency,What should you do when statements provide different units?,Convert to same units,Ignore units,Assume compatibility,Mark as insufficient,1
Data Sufficiency,How should you treat percentages in statements?,Consider absolute values if possible,Always accept percentages,Ignore them,Convert to fractions,1
Data Sufficiency,What is the best approach for ratio questions?,Look for actual quantities,Accept ratio alone,Estimate,Assume integers,1
Data Sufficiency,If a question involves probability, what should you look for?,Total possible outcomes,Favorable outcomes,Both,Neither,3
Data Sufficiency,How should you handle questions about prime numbers?,Remember common primes,Consider divisibility,Check for even numbers,All of the above,4
Data Sufficiency,What is important for work-rate problems?,Relationship between time and work,Individual rates,Both,Neither,3
Data Sufficiency,How should you approach age problems?,Set up equations,Look for time references,Both,Neither,3
Data Sufficiency,What is key for mixture problems?,Concentration ratios,Total quantities,Both,Neither,3
Data Sufficiency,How should you treat statements with absolute values?,Consider both positive and negative cases,Assume positive,Ignore negatives,Mark as insufficient,1
Data Sufficiency,What is important for coordinate geometry questions?,Slopes and intercepts,Graph shapes,Both,Neither,1
Data Sufficiency,How should you approach remainder problems?,Understand modulo relationships,Test numbers,Both,Neither,3
Data Sufficiency,What is key for permutation/combination problems?,Determine if order matters,Calculate factorial,Both,Neither,1
Data Sufficiency,How should you treat statements with inequalities?,Graph them if needed,Test boundary values,Both,Neither,3
Data Sufficiency,What is important for profit/loss questions?,Cost price vs selling price,Percentage values,Both,Neither,3
Data Sufficiency,How should you approach speed-distance-time problems?,Use basic formulas,Convert units,Both,Neither,3
Data Sufficiency,What is key for set theory questions?,Venn diagrams,Cardinality,Both,Neither,3
Data Sufficiency,How should you treat statements with exponents?,Remember exponent rules,Look for common bases,Both,Neither,3
Data Sufficiency,What is important for number property questions?,Odd/even rules,Prime factors,Both,Neither,3
Data Sufficiency,How should you approach geometry volume questions?,Know volume formulas,Understand dimensions,Both,Neither,3
Data Sufficiency,What is key for clock angle problems?,Understand minute/hour rates,Calculate differences,Both,Neither,3
Data Sufficiency,How should you treat statements with roots?,Rationalize if needed,Consider positive roots,Both,Neither,3
HTML,What does HTML stand for?,Hyper Text Markup Language,High Text Markup Language,Hyperlink and Text Markup Language,Hyper Text Machine Language,1
HTML,Which of the following is the correct HTML element for the largest heading?,<h1>,<heading>,<h6>,<h5>,1
HTML,What is the correct HTML element for inserting a line break?,<break>,<br>,<lb>,<linebreak>,2
HTML,Which HTML attribute is used to define inline styles?,style,class,styles,font,1
HTML,What is the purpose of the <title> tag in HTML?,To define the title of the document,To create a heading,To insert a link,To add a comment,1
HTML,Which of the following elements is used to create an unordered list?,<ol>,<ul>,<list>,<dl>,2
HTML,What is the correct HTML element for a hyperlink?,<link>,<a>,<href>,<url>,2
HTML,Which HTML tag is used to define an image?,<img>,<image>,<pic>,<src>,1
HTML,What does the <head> section of an HTML document contain?,Metadata,Content,Body,Footer,1
HTML,Which of the following is a block-level element?,<span>,<div>,<a>,<img>,2
HTML,What is the purpose of the <meta> tag in HTML?,To provide metadata about the HTML document,To create a link,To define a heading,To insert an image,1
HTML,Which attribute is used to specify the URL of a link?,src,href,link,url,2
HTML,What is the correct way to comment in HTML?,<!-- comment -->,// comment,/* comment */,# comment,1
HTML,Which HTML element is used to define a table?,<table>,<tab>,<tbl>,<data>,1
HTML,What is the purpose of the <form> tag in HTML?,To create a form for user input,To define a table,To create a link,To insert an image,1
HTML,Which of the following is NOT a valid HTML5 element?,<header>,<footer>,<section>,<bodytext>,4
HTML,What is the default display property of a <div> element?,inline,block,flex,grid,2
HTML,Which tag is used to create a dropdown list in HTML?,<select>,<dropdown>,<list>,<option>,1
HTML,What is the purpose of the <iframe> tag in HTML?,To embed another document within the current HTML document,To create a link,To define a heading,To insert an image,1
HTML,Which of the following is used to create a checkbox in HTML?,<input type="checkbox">,<checkbox>,<input type="check">,<check>,1
HTML,What does the <strong> tag do in HTML?,Defines important text,Defines bold text,Defines italic text,Defines underlined text,1
HTML,Which HTML element is used to define a footer for a document or section?,<footer>,<bottom>,<section>,<end>,1
HTML,What is the purpose of the <link> tag in HTML?,To link to external resources,To create a hyperlink,To define a heading,To insert an image,1
HTML,Which attribute is used to specify an alternate text for an image?,alt,title,src,href,1
HTML,What is the correct HTML element for playing audio files?,<audio>,<sound>,<music>,<play>,1
HTML,Which of the following is a semantic HTML element?,<div>,<span>,<article>,<table>,3
HTML,What does the <script> tag do in HTML?,Defines a client-side script,Defines a heading,Defines a link,Defines an image,1
HTML,Which tag is used to create a numbered list in HTML?,<ol>,<ul>,<list>,<dl>,1
HTML,What is the purpose of the <canvas> element in HTML?,To draw graphics on the fly,To create a link,To define a heading,To insert an image,1
HTML,Which of the following is a valid way to include CSS in an HTML document?,<style>,<css>,<link>,Both A and C,4
HTML,What is the correct HTML element for defining a navigation section?,<nav>,<navigation>,<menu>,<link>,1
HTML,What does the <body> tag represent in an HTML document?,The main content of the document,The metadata of the document,The header of the document,The footer of the document,1
HTML,Which HTML element is used to define a section in a document?,<section>,<div>,<article>,<header>,1
HTML,What is the purpose of the <blockquote> tag in HTML?,To define a section that is quoted from another source,To create a link,To define a heading,To insert an image,1
HTML,Which attribute is used to specify the character encoding in HTML?,charset,encoding,content-type,meta,1
HTML,What is the correct HTML element for defining a header for a document or section?,<header>,<head>,<h1>,<title>,1
HTML,Which tag is used to create a horizontal line in HTML?,<hr>,<line>,<break>,<hline>,1
HTML,What does the <meta name="viewport"> tag do?,Controls the layout on mobile browsers,Defines the character set,Links to external stylesheets,Defines the document title,1
HTML,Which HTML element is used to define a navigation link?,<nav>,<link>,<a>,<menu>,3
HTML,What is the purpose of the <style> tag in HTML?,To define CSS styles for the document,To create a link,To define a heading,To insert an image,1
HTML,Which of the following is a valid HTML5 input type?,<input type="date">,<input type="color">,<input type="range">,All of the above,4
HTML,What does the <canvas> element allow you to do?,Draw graphics on the fly,Create links,Define headings,Insert images,1
HTML,Which tag is used to create a tooltip in HTML?,<tooltip>,<title>,<tip>,<hover>,2
HTML,What is the purpose of the <noscript> tag in HTML?,To provide alternative content for users with scripts disabled,To define a heading,To create a link,To insert an image,1
HTML,Which HTML element is used to define a list item?,<li>,<item>,<listitem>,<liitem>,1
HTML,What is the correct way to include an external JavaScript file in HTML?,<script src="file.js">,<script href="file.js">,<script link="file.js">,<script file="file.js">,1
HTML,Which attribute is used to specify the width of an image?,width,height,size,dimension,1
HTML,What does the <abbr> tag represent in HTML?,An abbreviation,An acronym,An article,An address,1
HTML,Which HTML element is used to define a definition list?,<dl>,<list>,<deflist>,<description>,1
HTML,What is the purpose of the <address> tag in HTML?,To define contact information,To create a link,To define a heading,To insert an image,1
HTML,Which of the following is a valid HTML5 form element?,<input type="email">,<input type="tel">,<input type="url">,All of the above,4
HTML,What does the <cite> tag do in HTML?,Defines the title of a work,Defines a citation,Defines a quote,Defines a reference,2
HTML,Which tag is used to create a table row in HTML?,<tr>,<row>,<table-row>,<td>,1
HTML,What is the purpose of the <th> tag in HTML?,To define a header cell in a table,To define a data cell,To create a link,To insert an image,1
HTML,Which attribute is used to specify the target of a link?,target,href,linkto,source,1
HTML,What does the <code> tag do in HTML?,Defines a piece of computer code,Defines a heading,Defines a link,Defines an image,1
HTML,Which HTML element is used to define a section of navigation links?,<nav>,<menu>,<link>,<section>,1
HTML,What is the purpose of the <div> tag in HTML?,To group block elements,To create a link,To define a heading,To insert an image,1
HTML,Which of the following is a valid way to create a checkbox in HTML?,<input type="checkbox">,<checkbox>,<input check="true">,<check>,1
HTML,What does the <em> tag do in HTML?,Defines emphasized text,Defines bold text,Defines italic text,Defines underlined text,1
HTML,Which tag is used to create a footer in HTML?,<footer>,<bottom>,<section>,<end>,1
HTML,What is the purpose of the <link> tag in HTML?,To link to external stylesheets,To create a hyperlink,To define a heading,To insert an image,1
HTML,Which attribute is used to specify the source of an image?,src,href,link,url,1
HTML,What is the correct HTML element for defining a navigation section?,<nav>,<navigation>,<menu>,<link>,1
HTML,Which of the following is a semantic HTML element?,<div>,<span>,<article>,<table>,3
HTML,What does the <footer> tag represent in an HTML document?,The footer of the document,The header of the document,The main content,The sidebar,1
HTML,Which tag is used to create a line break in HTML?,<br>,<break>,<lb>,<linebreak>,1
HTML,What is the purpose of the <meta> tag in HTML?,To provide metadata about the HTML document,To create a link,To define a heading,To insert an image,1
HTML,Which attribute is used to specify an alternate text for an image?,alt,title,src,href,1
HTML,What is the correct HTML element for playing video files?,<video>,<media>,<play>,<movie>,1
HTML,Which of the following is a valid way to include CSS in an HTML document?,<style>,<css>,<link>,Both A and C,4
HTML,What does the <time> tag represent in HTML?,A specific time or date,An event,An action,An image,1
HTML,Which tag is used to create a definition term in a definition list?,<dt>,<term>,<def>,<description>,1
HTML,What is the purpose of the <progress> tag in HTML?,To represent the progress of a task,To create a link,To define a heading,To insert an image,1
HTML,Which of the following is a valid HTML5 input type?,<input type="date">,<input type="color">,<input type="range">,All of the above,4
HTML,What does the <var> tag do in HTML?,Defines a variable,Defines a value,Defines a link,Defines an image,1
HTML,Which HTML element is used to define a section of content that is related?,<aside>,<section>,<div>,<article>,1
HTML,What is the purpose of the <details> tag in HTML?,To create a disclosure widget from which the user can obtain additional information,To define a heading,To create a link,To insert an image,1
HTML,Which of the following is a valid HTML5 element for creating a slider?,<input type="range">,<slider>,<input type="slide">,<range>,1
HTML,What is the purpose of the <mark> tag in HTML5?,To highlight text,To mark important content,To create a bookmark,To indicate deleted text,1
HTML,Which HTML5 element is used for playing video content?,<video>,<media>,<movie>,<play>,1
HTML,What does the <kbd> tag represent in HTML?,Keyboard input,Code snippet,Important text,Citation,1
HTML,Which attribute is used to make an input field required in HTML5?,required,mandatory,necessary,validate,1
HTML,What is the purpose of the <datalist> element in HTML5?,To provide autocomplete options,To create a data table,To store hidden data,To list definitions,1
HTML,Which HTML5 element is used for scalar measurements within a known range?,<meter>,<progress>,<range>,<measure>,1
HTML,What does the <wbr> tag do in HTML?,Indicates a possible line break opportunity,Creates a word break,Inserts whitespace,Defines a new line,1
HTML,Which HTML5 element is used for side content like a sidebar?,<aside>,<sidebar>,<section>,<div>,1
HTML,What is the purpose of the <output> tag in HTML5?,To represent the result of a calculation,To display command output,To show form results,To create a log,1
HTML,Which HTML5 attribute is used for form validation?,pattern,validate,check,verify,1
HTML,What does the <ruby> tag represent in HTML?,Ruby annotations for East Asian typography,Code snippets,Highlighted text,Mathematical formulas,1
HTML,Which HTML5 element is used for date/time information?,<time>,<date>,<datetime>,<timestamp>,1
HTML,What is the purpose of the <picture> element in HTML5?,Responsive image loading,Creating photo galleries,Embedding images,Displaying icons,1
HTML,Which HTML5 attribute is used for drag and drop functionality?,draggable,drag,drop,movable,1
HTML,What does the <template> tag do in HTML5?,Stores client-side content that isn't rendered,Creates reusable templates,Defines page layouts,Stores server-side includes,1
HTML,Which HTML5 element is used for mathematical formulas?,<math>,<formula>,<equation>,<msub>,1
HTML,What is the purpose of the <dialog> tag in HTML5?,To create a modal dialog box,For conversation markup,To define documentation,For debugging output,1
HTML,Which HTML5 attribute is used for spell checking?,spellcheck,checkspell,validate,correct,1
HTML,What does the <summary> tag represent in HTML5?,A visible heading for <details> element,A document summary,An executive summary,A table of contents,1
HTML,Which HTML5 element is used for scalar measurements of disk space?,<meter>,<progress>,<disk>,<space>,1
HTML,What is the purpose of the <samp> tag in HTML?,Sample output from a computer program,Example code,Standard text,Simple markup,1
HTML,Which HTML5 attribute is used for context menus?,contextmenu,menu,rightclick,dropdown,1
Logical Reasoning,If all roses are flowers and some flowers fade quickly, can we conclude that some roses fade quickly?,Yes,No,Not necessarily,All of the above,3
Logical Reasoning,All cats are mammals. Some mammals are not dogs. Therefore, what can we conclude?,Some cats are not dogs,All cats are dogs,Some mammals are cats,All mammals are cats,1
Logical Reasoning,If A is taller than B and B is taller than C, who is the shortest?,A,B,C,Not enough information,3
Logical Reasoning,If it rains, then the ground gets wet. It is raining. What can we conclude?,The ground is wet,The ground is dry,It might be wet,Not enough information,1
Logical Reasoning,If all students are learners and some learners are not scholars, what can we conclude?,Some students are not scholars,All students are scholars,Some scholars are students,All learners are students,1
Logical Reasoning,If a person is a doctor, then they have a medical degree. John is a doctor. What can we conclude?,John has a medical degree,John does not have a medical degree,John might have a medical degree,Not enough information,1
Logical Reasoning,If A is equal to B and B is equal to C, what can we conclude about A and C?,A is greater than C,A is less than C,A is equal to C,Not enough information,3
Logical Reasoning,If some birds can fly and some birds cannot fly, what can we conclude?,All birds can fly,Some birds can fly,Some birds cannot fly,All birds cannot fly,3
Logical Reasoning,If the statement "All humans are mortal" is true, what can we conclude about Socrates?,Socrates is mortal,Socrates is immortal,Not enough information,All humans are Socrates,1
Logical Reasoning,If A is a parent of B and B is a parent of C, what is the relationship between A and C?,Grandparent,Parent,Child,Sibling,1
Logical Reasoning,If it is a weekend, then I will go hiking. It is not a weekend. What can we conclude?,I will go hiking,I will not go hiking,It might be a weekend,Not enough information,2
Logical Reasoning,If all cars are vehicles and some vehicles are electric, can we conclude that some cars are electric?,Yes,No,Not necessarily,All of the above,3
Logical Reasoning,If A is a square and B is a rectangle, can we conclude that A is B?,Yes,No,Not necessarily,All of the above,2
Logical Reasoning,If the sun rises in the east, what can we conclude about the direction of the sunset?,It sets in the west,It sets in the east,It sets in the north,Not enough information,1
Logical Reasoning,If all fruits are sweet and some sweet things are not fruits, what can we conclude?,All sweet things are fruits,Some sweet things are not fruits,Some fruits are not sweet,All fruits are not sweet,2
Logical Reasoning,If A is a dog and B is a cat, can we conclude that A is not B?,Yes,No,Not necessarily,All of the above,1
Logical Reasoning,If it is snowing, then it is cold. It is not cold. What can we conclude?,It is not snowing,It is snowing,It might be snowing,Not enough information,1
Logical Reasoning,If all teachers are educated and some educated people are not teachers, what can we conclude?,Some teachers are not educated,All educated people are teachers,Some educated people are teachers,All teachers are educated,3
Logical Reasoning,If A is greater than B and B is greater than C, what can we conclude about A and C?,A is less than C,A is equal to C,A is greater than C,Not enough information,3
Logical Reasoning,If some animals are not pets and all pets are animals, what can we conclude?,All animals are pets,Some animals are pets,Some pets are not animals,Not enough information,4
Logical Reasoning,If A is a parent of B and B is a sibling of C, what is the relationship between A and C?,Parent,Child,Sibling,Not enough information,1
Logical Reasoning,If it is raining, then the match is canceled. The match is not canceled. What can we conclude?,It is not raining,It is raining,It might be raining,Not enough information,1
Logical Reasoning,If all squares are rectangles, can we conclude that all rectangles are squares?,Yes,No,Not necessarily,All of the above,2
Logical Reasoning,If A is a fruit and B is an apple, can we conclude that A is B?,Yes,No,Not necessarily,All of the above,3
Logical Reasoning,If some students are not athletes and all athletes are fit, what can we conclude?,All students are fit,Some students are fit,Some students are not fit,Not enough information,3
Logical Reasoning,If A is a circle and B is a shape, can we conclude that A is B?,Yes,No,Not necessarily,All of the above,1
Logical Reasoning,If it is a holiday, then the office is closed. The office is open. What can we conclude?,It is not a holiday,It is a holiday,It might be a holiday,Not enough information,1
Logical Reasoning,If all dogs bark and some animals do not bark, what can we conclude?,All animals are dogs,Some animals are not dogs,Some dogs do not bark,Not enough information,2
Logical Reasoning,If all birds have wings and some creatures with wings are not birds, what can we conclude?,All creatures with wings are birds,Some creatures with wings are not birds,Some birds do not have wings,Not enough information,2
Logical Reasoning,If A is a teacher and B is a student, can we conclude that A teaches B?,Yes,No,Not necessarily,All of the above,3
Logical Reasoning,If all mammals are warm-blooded and some warm-blooded animals are not mammals, what can we conclude?,Some warm-blooded animals are not mammals,All mammals are warm-blooded,Some mammals are not warm-blooded,Not enough information,1
Logical Reasoning,If A is a parent of B and C is a sibling of B, what is the relationship between A and C?,Parent,Child,Sibling,Not enough information,1
Logical Reasoning,If it is sunny, then I will go for a walk. It is not sunny. What can we conclude?,I will go for a walk,I will not go for a walk,It might be sunny,Not enough information,2
